 ID,STORE_ID,STOTE_TYPE,LOCATION_TYPE,HOLIDAY,DISCOUNT,DISCOUNT2,ORDER1,SALES
T1005494,166,S1,L1,R2,0,Yes,46,32133
T1005495,323,S1,L4,R1,0,Yes,60,33612
T1005496,87,S4,L2,R3,0,Yes,105,80040
T1005497,287,S1,L4,R1,0,Yes,67,35430
T1005498,215,S3,L2,R1,0,Yes,72,51750
T1005499,216,S2,L5,R1,0,Yes,42,23994
T1005500,226,S2,L5,R4,0,Yes,39,25059
T1005501,272,S2,L4,R2,0,Yes,43,27429
T1005502,276,S1,L1,R2,0,Yes,65,43506
T1005503,332,S2,L5,R1,0,Yes,46,27723
T1005504,282,S1,L2,R2,0,Yes,64,50433
T1005505,322,S2,L3,R4,0,Yes,42,30765
T1005506,160,S4,L2,R1,0,Yes,156,82113
T1005507,37,S1,L3,R3,0,Yes,46,33708
T1005508,232,S1,L1,R4,0,Yes,50,32979
T1005509,204,S4,L1,R3,0,Yes,90,50697
T1005510,365,S2,L1,R2,0,Yes,40,28662
T1005511,68,S1,L2,R4,0,Yes,70,51129
T1005512,337,S4,L2,R1,0,Yes,170,97575
T1005513,47,S4,L2,R2,0,Yes,110,62148
T1005514,152,S2,L1,R1,0,Yes,47,36690
T1005515,324,S1,L2,R3,0,Yes,78,59292
T1005516,85,S4,L2,R1,0,Yes,115,66177
T1005517,5,S1,L1,R3,0,Yes,68,44181
T1005518,65,S1,L2,R2,0,Yes,93,72528
T1005519,217,S4,L1,R1,0,Yes,78,47400
T1005520,137,S4,L1,R1,0,Yes,86,51180
T1005521,231,S4,L2,R3,0,Yes,96,56841
T1005522,214,S1,L1,R4,0,Yes,47,33777
T1005523,79,S2,L5,R4,0,Yes,40,26778
T1005524,159,S2,L1,R3,0,Yes,40,29802
T1005525,283,S4,L1,R1,0,Yes,104,56649
T1005526,62,S2,L5,R1,0,Yes,43,27564
T1005527,82,S4,L2,R1,0,Yes,120,63537
T1005528,129,S3,L1,R1,0,Yes,74,41475
T1005529,49,S4,L1,R2,0,Yes,104,57123
T1005530,150,S4,L2,R1,0,Yes,138,79278
T1005531,331,S1,L1,R4,0,Yes,46,29850
T1005532,149,S2,L3,R2,0,Yes,52,36051
T1005533,67,S2,L5,R1,0,Yes,53,30888
T1005534,161,S1,L1,R3,0,Yes,54,42285
T1005535,330,S4,L2,R1,0,Yes,83,48549
T1005536,361,S1,L3,R1,0,Yes,59,36057
T1005537,86,S1,L1,R4,0,Yes,58,38499
T1005538,156,S1,L1,R3,0,Yes,80,55458
T1005539,164,S1,L1,R3,0,Yes,59,42360
T1005540,274,S4,L2,R4,0,Yes,95,63171
T1005541,66,S3,L3,R3,0,Yes,70,38313
T1005542,133,S1,L1,R4,0,Yes,61,39729
T1005543,144,S1,L3,R3,0,Yes,69,41832
T1005544,285,S1,L3,R3,0,Yes,47,31866
T1005545,140,S4,L1,R1,0,Yes,85,53904
T1005546,27,S1,L3,R3,0,Yes,56,37038
T1005547,327,S4,L1,R3,0,Yes,102,55968
T1005548,230,S2,L4,R4,0,Yes,38,26757
T1005549,162,S4,L1,R2,0,Yes,86,51915
T1005550,220,S2,L4,R3,0,Yes,37,25437
T1005551,206,S1,L1,R1,0,Yes,64,42486
T1005552,39,S4,L1,R1,0,Yes,104,56481
T1005553,38,S1,L3,R2,0,Yes,57,38451
T1005554,223,S2,L5,R2,0,Yes,42,27732
T1005555,143,S3,L2,R3,0,Yes,70,52620
T1005556,48,S1,L1,R2,0,Yes,59,40002
T1005557,4,S1,L1,R2,0,Yes,66,39567
T1005558,328,S1,L3,R1,0,Yes,54,34725
T1005559,279,S2,L3,R2,0,Yes,52,34095
T1005560,229,S1,L1,R2,0,Yes,65,38907
T1005561,142,S2,L1,R3,0,Yes,41,29919
T1005562,222,S4,L2,R2,0,Yes,97,56415
T1005563,63,S1,L1,R2,0,Yes,81,52500
T1005564,157,S4,L2,R1,0,Yes,111,59562
T1005565,80,S1,L1,R1,0,Yes,61,39456
T1005566,14,S3,L2,R4,0,Yes,82,64959
T1005567,319,S3,L1,R2,0,Yes,88,56037
T1005568,141,S1,L1,R2,0,Yes,57,40701
T1005569,163,S1,L2,R3,0,Yes,67,49518
T1005570,211,S4,L2,R1,0,Yes,112,62943
T1005571,28,S3,L2,R3,0,Yes,79,56796
T1005572,20,S1,L1,R1,0,Yes,53,44217
T1005573,315,S4,L2,R1,0,Yes,120,67980
T1005574,221,S1,L1,R2,0,Yes,80,51282
T1005575,61,S1,L1,R3,0,Yes,81,51075
T1005576,18,S4,L1,R1,0,Yes,99,55611
T1005577,210,S1,L5,R1,0,Yes,45,26091
T1005578,316,S4,L2,R1,0,Yes,83,56478
T1005579,273,S2,L3,R4,0,Yes,38,28653
T1005580,228,S1,L1,R1,0,Yes,60,42564
T1005581,132,S1,L1,R3,0,Yes,80,56352
T1005582,83,S2,L5,R1,0,Yes,30,21174
T1005583,224,S1,L2,R2,0,Yes,62,43407
T1005584,165,S1,L1,R2,0,Yes,70,41778
T1005585,131,S4,L2,R1,0,Yes,130,68913
T1005586,24,S1,L1,R2,0,Yes,59,37767
T1005587,13,S3,L3,R1,0,Yes,75,39573
T1005588,130,S1,L1,R3,0,Yes,64,40071
T1005589,158,S4,L2,R2,0,Yes,131,70128
T1005590,213,S1,L1,R2,0,Yes,70,42396
T1005591,326,S3,L1,R1,0,Yes,82,49068
T1005592,84,S1,L1,R3,0,Yes,66,42852
T1005593,209,S1,L1,R1,0,Yes,51,34896
T1005594,205,S1,L1,R2,0,Yes,69,45360
T1005595,146,S4,L2,R1,0,Yes,163,87384
T1005596,138,S1,L1,R1,0,Yes,63,38568
T1005597,321,S3,L1,R2,0,Yes,88,54777
T1005598,64,S3,L1,R2,0,Yes,80,47994
T1005599,154,S1,L3,R2,0,Yes,93,50151
T1005600,12,S1,L3,R2,0,Yes,63,38619
T1005601,280,S4,L2,R2,0,Yes,126,70656
T1005602,329,S4,L2,R3,0,Yes,73,50106
T1005603,284,S4,L2,R3,0,Yes,67,44706
T1005604,288,S3,L2,R3,0,Yes,83,54816
T1005605,286,S4,L2,R4,0,No,31,17787
T1005606,36,S1,L3,R4,0,Yes,65,40635
T1005607,363,S1,L1,R2,0,Yes,74,44505
T1005608,212,S4,L2,R3,0,Yes,99,58653
T1005609,19,S1,L1,R3,0,Yes,49,37209
T1005610,278,S4,L1,R4,0,Yes,102,58881
T1005611,145,S1,L3,R1,0,Yes,63,35160
T1005612,318,S1,L3,R2,0,Yes,71,44478
T1005613,139,S4,L2,R2,0,Yes,88,56475
T1005614,275,S4,L1,R1,0,Yes,93,54957
T1005615,335,S1,L1,R3,0,Yes,69,42267
T1005616,289,S2,L5,R2,0,Yes,31,21114
T1005617,78,S1,L1,R4,0,Yes,49,34353
T1005618,320,S2,L3,R2,0,Yes,53,36420
T1005619,219,S4,L2,R1,0,Yes,142,74082
T1005620,333,S1,L1,R3,0,Yes,55,39906
T1005621,155,S3,L1,R2,0,Yes,63,41619
T1005622,8,S4,L2,R2,0,Yes,96,59247
T1005623,35,S1,L1,R2,0,Yes,71,44346
T1005624,134,S1,L4,R1,0,Yes,57,36045
T1005625,136,S2,L5,R4,0,Yes,35,24219
T1005626,151,S1,L3,R2,0,Yes,45,27726
T1005627,348,S3,L1,R1,0,Yes,84,49005
T1005628,114,S3,L1,R4,0,Yes,76,50742
T1005629,3,S4,L2,R1,0,Yes,122,64737
T1005630,364,S2,L3,R2,0,Yes,54,35439
T1005631,191,S3,L1,R1,0,Yes,74,40758
T1005632,102,S4,L2,R1,0,Yes,95,61332
T1005633,294,S4,L2,R2,0,Yes,131,78912
T1005634,302,S1,L4,R2,0,Yes,62,34599
T1005635,21,S3,L2,R4,0,Yes,66,45705
T1005636,58,S1,L1,R1,0,Yes,58,40269
T1005637,262,S1,L1,R1,0,Yes,61,42384
T1005638,45,S3,L1,R1,0,Yes,80,47748
T1005639,252,S3,L2,R1,0,Yes,79,53661
T1005640,9,S1,L1,R1,0,Yes,53,36555
T1005641,248,S1,L1,R2,0,Yes,47,33204
T1005642,200,S2,L1,R2,0,Yes,38,33759
T1005643,183,S1,L3,R1,0,Yes,71,39627
T1005644,89,S1,L4,R1,0,Yes,54,31923
T1005645,94,S4,L2,R2,0,Yes,85,51726
T1005646,7,S3,L1,R3,0,Yes,69,43866
T1005647,103,S1,L3,R3,0,Yes,59,36354
T1005648,345,S1,L1,R3,0,Yes,50,37890
T1005649,260,S1,L1,R4,0,Yes,52,33273
T1005650,239,S3,L1,R3,0,Yes,72,47130
T1005651,303,S4,L2,R1,0,Yes,102,54720
T1005652,243,S4,L2,R2,0,Yes,97,71544
T1005653,171,S4,L2,R3,0,Yes,101,63522
T1005654,2,S3,L1,R3,0,Yes,76,48945
T1005655,359,S2,L3,R2,0,Yes,52,39921
T1005656,238,S1,L1,R2,0,Yes,47,32544
T1005657,311,S4,L2,R2,0,Yes,112,67275
T1005658,22,S1,L1,R4,0,Yes,57,43527
T1005659,201,S4,L1,R1,0,Yes,95,49923
T1005660,237,S2,L3,R3,0,Yes,36,27480
T1005661,185,S1,L1,R3,0,Yes,58,42231
T1005662,100,S1,L1,R2,0,Yes,64,42822
T1005663,307,S1,L5,R2,0,Yes,45,24468
T1005664,265,S2,L4,R2,0,Yes,50,32370
T1005665,43,S1,L1,R2,0,Yes,51,33432
T1005666,33,S4,L2,R4,0,Yes,99,66258
T1005667,170,S1,L1,R2,0,Yes,64,51066
T1005668,184,S1,L2,R2,0,Yes,54,40719
T1005669,350,S1,L3,R2,0,Yes,53,35046
T1005670,121,S1,L1,R4,0,Yes,62,48327
T1005671,354,S4,L2,R1,0,Yes,127,79020
T1005672,69,S1,L1,R4,0,Yes,57,38352
T1005673,346,S4,L1,R1,0,Yes,122,66564
T1005674,11,S4,L2,R1,0,Yes,128,78996
T1005675,253,S4,L2,R1,0,Yes,95,52923
T1005676,108,S1,L1,R4,0,Yes,63,44523
T1005677,44,S1,L3,R2,0,Yes,63,36561
T1005678,101,S1,L4,R3,0,Yes,59,36549
T1005679,296,S1,L1,R1,0,Yes,69,44142
T1005680,70,S1,L1,R3,0,Yes,81,47787
T1005681,310,S2,L5,R1,0,Yes,45,26154
T1005682,268,S1,L2,R1,0,Yes,64,46437
T1005683,26,S1,L1,R3,0,Yes,64,44091
T1005684,55,S1,L1,R2,0,Yes,76,49716
T1005685,52,S1,L1,R3,0,Yes,62,43740
T1005686,353,S1,L3,R3,0,Yes,46,31314
T1005687,250,S2,L3,R4,0,Yes,38,26586
T1005688,118,S2,L1,R4,0,Yes,46,36741
T1005689,53,S3,L1,R2,0,Yes,79,49647
T1005690,116,S2,L3,R3,0,Yes,42,31257
T1005691,90,S1,L1,R3,0,Yes,72,44277
T1005692,351,S1,L4,R3,0,Yes,50,30693
T1005693,308,S4,L2,R3,0,Yes,85,54966
T1005694,261,S4,L2,R1,0,Yes,82,49518
T1005695,267,S4,L2,R1,0,Yes,64,43152
T1005696,241,S1,L1,R4,0,Yes,64,46434
T1005697,297,S2,L3,R4,0,Yes,48,33123
T1005698,362,S1,L3,R3,0,Yes,67,40182
T1005699,16,S1,L3,R1,0,Yes,70,39885
T1005700,71,S2,L5,R1,0,Yes,32,19923
T1005701,193,S2,L3,R4,0,Yes,40,30330
T1005702,198,S4,L2,R3,0,Yes,117,73299
T1005703,175,S4,L2,R1,0,Yes,202,116211
T1005704,117,S1,L1,R3,0,Yes,52,38433
T1005705,344,S1,L5,R1,0,Yes,68,32928
T1005706,93,S1,L1,R4,0,Yes,50,34137
T1005707,293,S2,L4,R2,0,Yes,39,25812
T1005708,242,S4,L1,R1,0,Yes,97,53547
T1005709,106,S1,L1,R4,0,Yes,61,38973
T1005710,73,S3,L2,R4,0,Yes,70,53457
T1005711,249,S1,L3,R2,0,Yes,66,38535
T1005712,75,S3,L2,R3,0,Yes,80,55350
T1005713,107,S1,L3,R3,0,Yes,72,44727
T1005714,304,S1,L1,R4,0,Yes,67,43050
T1005715,105,S4,L2,R1,0,Yes,80,50622
T1005716,360,S2,L1,R1,0,Yes,44,32724
T1005717,266,S1,L1,R4,0,Yes,56,37731
T1005718,120,S3,L2,R2,0,Yes,80,60657
T1005719,342,S4,L1,R1,0,Yes,89,46851
T1005720,309,S1,L5,R1,0,Yes,75,36327
T1005721,32,S1,L1,R2,0,Yes,60,43632
T1005722,251,S2,L3,R1,0,Yes,49,34824
T1005723,59,S1,L3,R1,0,Yes,48,29424
T1005724,30,S1,L2,R2,0,Yes,69,48762
T1005725,192,S1,L1,R3,0,Yes,66,45054
T1005726,172,S1,L1,R1,0,Yes,68,40968
T1005727,180,S1,L3,R2,0,Yes,47,31833
T1005728,76,S2,L3,R3,0,Yes,39,28092
T1005729,104,S1,L1,R2,0,Yes,58,34512
T1005730,199,S1,L1,R4,0,Yes,53,35871
T1005731,197,S2,L5,R1,0,Yes,53,31845
T1005732,119,S1,L1,R3,0,Yes,71,46017
T1005733,182,S3,L1,R1,0,Yes,60,34443
T1005734,56,S2,L5,R3,0,Yes,46,27741
T1005735,240,S3,L2,R3,0,Yes,72,47238
T1005736,1,S1,L3,R1,0,Yes,64,37716
T1005737,343,S1,L1,R2,0,Yes,54,42399
T1005738,41,S1,L1,R2,0,Yes,69,48120
T1005739,181,S3,L1,R3,0,Yes,90,50103
T1005740,352,S4,L1,R1,0,Yes,85,50271
T1005741,173,S4,L2,R1,0,Yes,121,75651
T1005742,115,S4,L2,R1,0,Yes,148,82458
T1005743,341,S1,L1,R2,0,Yes,71,43494
T1005744,6,S4,L1,R1,0,Yes,97,53823
T1005745,15,S4,L2,R1,0,Yes,112,66363
T1005746,257,S1,L3,R1,0,Yes,65,39651
T1005747,246,S3,L1,R3,0,Yes,76,49653
T1005748,290,S1,L1,R3,0,Yes,66,44871
T1005749,203,S2,L4,R2,0,Yes,49,31467
T1005750,299,S1,L1,R3,0,Yes,54,39519
T1005751,271,S1,L3,R2,0,Yes,67,40149
T1005752,42,S1,L4,R3,0,Yes,52,31263
T1005753,356,S3,L3,R1,0,Yes,72,39348
T1005754,126,S4,L2,R2,0,Yes,142,93867
T1005755,10,S4,L2,R3,0,Yes,89,62694
T1005756,112,S1,L1,R3,0,Yes,49,30114
T1005757,97,S4,L1,R1,0,Yes,102,58236
T1005758,186,S2,L5,R2,0,Yes,41,29418
T1005759,46,S2,L1,R2,0,Yes,45,32847
T1005760,31,S1,L5,R2,0,Yes,58,33498
T1005761,177,S2,L1,R4,0,Yes,48,34605
T1005762,339,S4,L2,R1,0,Yes,107,60519
T1005763,306,S1,L3,R2,0,Yes,51,32607
T1005764,29,S1,L4,R2,0,Yes,56,33477
T1005765,349,S1,L1,R4,0,Yes,71,49353
T1005766,259,S4,L1,R1,0,Yes,83,47166
T1005767,125,S4,L2,R1,0,Yes,118,65460
T1005768,77,S2,L5,R3,0,Yes,36,24939
T1005769,189,S2,L3,R3,0,Yes,36,26076
T1005770,291,S1,L3,R1,0,Yes,55,29535
T1005771,98,S2,L5,R2,0,Yes,36,24150
T1005772,234,S2,L4,R2,0,Yes,36,24294
T1005773,88,S2,L5,R2,0,Yes,42,28602
T1005774,338,S4,L2,R1,0,Yes,109,66372
T1005775,109,S1,L1,R1,0,Yes,57,38028
T1005776,300,S2,L5,R2,0,Yes,74,39603
T1005777,245,S4,L1,R2,0,Yes,90,56814
T1005778,295,S1,L1,R1,0,Yes,47,33201
T1005779,111,S1,L1,R2,0,Yes,68,45450
T1005780,128,S1,L2,R2,0,Yes,63,44484
T1005781,313,S1,L3,R1,0,Yes,55,33090
T1005782,23,S1,L1,R4,0,Yes,56,40194
T1005783,60,S1,L5,R2,0,Yes,58,33261
T1005784,110,S2,L3,R3,0,Yes,39,28089
T1005785,256,S1,L2,R4,0,Yes,62,47106
T1005786,188,S3,L2,R1,0,Yes,76,58164
T1005787,40,S1,L1,R4,0,Yes,59,43674
T1005788,358,S3,L1,R1,0,Yes,77,48453
T1005789,195,S4,L1,R1,0,Yes,116,62655
T1005790,127,S4,L2,R2,0,Yes,103,62154
T1005791,264,S3,L1,R3,0,Yes,71,47742
T1005792,167,S1,L1,R2,0,Yes,52,33531
T1005793,305,S4,L1,R1,0,Yes,88,49578
T1005794,187,S1,L1,R1,0,Yes,61,41274
T1005795,92,S1,L4,R2,0,Yes,56,30552
T1005796,357,S4,L1,R1,0,Yes,118,65046
T1005797,96,S3,L1,R3,0,Yes,86,51096
T1005798,233,S1,L3,R3,0,Yes,56,37326
T1005799,178,S3,L2,R3,0,Yes,80,55398
T1005800,168,S2,L3,R3,0,Yes,42,31500
T1005801,34,S1,L3,R1,0,Yes,67,37095
T1005802,74,S3,L1,R2,0,Yes,73,45921
T1005803,301,S1,L3,R2,0,Yes,68,41814
T1005804,174,S1,L1,R4,0,Yes,57,40944
T1005805,123,S4,L2,R3,0,Yes,76,54234
T1005806,113,S2,L3,R3,0,Yes,39,27978
T1005807,124,S3,L2,R3,0,Yes,101,69612
T1005808,340,S4,L2,R3,0,Yes,91,58317
T1005809,25,S1,L3,R1,0,Yes,67,37803
T1005810,202,S4,L2,R2,0,Yes,84,54228
T1005811,169,S1,L2,R4,0,Yes,66,47376
T1005812,247,S1,L1,R3,0,Yes,55,38223
T1005813,57,S4,L1,R1,0,Yes,78,41100
T1005814,347,S1,L1,R1,0,Yes,67,44922
T1005815,292,S1,L1,R1,0,Yes,50,35127
T1005816,196,S1,L1,R3,0,Yes,55,44517
T1005817,244,S2,L5,R4,0,Yes,48,29910
T1005818,95,S3,L1,R1,0,Yes,85,48891
T1005819,269,S1,L4,R1,0,Yes,69,41049
T1005820,179,S1,L1,R2,0,Yes,60,39789
T1005821,298,S4,L1,R1,0,Yes,141,68886
T1005822,263,S1,L5,R1,0,Yes,70,35805
T1005823,355,S2,L4,R2,0,Yes,41,28605
T1005824,236,S1,L1,R3,0,Yes,60,38406
T1005825,258,S2,L4,R4,0,Yes,39,28137
T1005826,254,S4,L1,R1,0,Yes,87,54270
T1005827,99,S1,L1,R3,0,Yes,73,45471
T1005828,270,S1,L1,R2,0,Yes,55,37851
T1005829,122,S1,L1,R2,0,Yes,60,41667
T1005830,235,S1,L1,R3,0,Yes,45,30885
T1005831,72,S1,L2,R3,0,Yes,65,46809
T1005832,312,S4,L2,R1,0,Yes,184,100914
T1005833,176,S4,L2,R3,0,Yes,112,74451
T1005834,255,S3,L2,R4,0,Yes,79,53796
T1005835,194,S1,L1,R2,0,Yes,66,42381
T1005836,190,S3,L3,R1,0,Yes,83,43653
T1005837,51,S1,L1,R2,0,Yes,61,40539
T1005838,17,S1,L1,R2,0,Yes,64,35088
T1005839,54,S1,L2,R3,0,Yes,63,47262
T1005840,91,S3,L1,R1,0,Yes,74,45606
T1005841,15,S4,L2,R1,0,Yes,125,74721
T1005842,71,S2,L5,R1,0,Yes,39,25797
T1005843,6,S4,L1,R1,0,Yes,106,62157
T1005844,263,S1,L5,R1,0,Yes,74,38868
T1005845,31,S1,L5,R2,0,Yes,58,34893
T1005846,66,S3,L3,R3,0,Yes,83,46560
T1005847,74,S3,L1,R2,0,Yes,81,52083
T1005848,223,S2,L5,R2,0,Yes,46,30042
T1005849,351,S1,L4,R3,0,Yes,61,38634
T1005850,110,S2,L3,R3,0,Yes,51,35370
T1005851,181,S3,L1,R3,0,Yes,105,59511
T1005852,279,S2,L3,R2,0,Yes,56,38169
T1005853,143,S3,L2,R3,0,Yes,94,70977
T1005854,247,S1,L1,R3,0,Yes,73,52551
T1005855,142,S2,L1,R3,0,Yes,53,39588
T1005856,22,S1,L1,R4,0,Yes,69,54636
T1005857,295,S1,L1,R1,0,Yes,61,43716
T1005858,249,S1,L3,R2,0,Yes,72,41649
T1005859,24,S1,L1,R2,0,Yes,72,45759
T1005860,27,S1,L3,R3,0,Yes,58,40122
T1005861,210,S1,L5,R1,0,Yes,44,25044
T1005862,4,S1,L1,R2,0,Yes,75,44136
T1005863,42,S1,L4,R3,0,Yes,60,37128
T1005864,248,S1,L1,R2,0,Yes,61,45630
T1005865,349,S1,L1,R4,0,Yes,80,55401
T1005866,296,S1,L1,R1,0,Yes,61,40125
T1005867,194,S1,L1,R2,0,Yes,76,51870
T1005868,319,S3,L1,R2,0,Yes,98,64599
T1005869,350,S1,L3,R2,0,Yes,68,44562
T1005870,57,S4,L1,R1,0,Yes,84,46242
T1005871,262,S1,L1,R1,0,Yes,76,56376
T1005872,211,S4,L2,R1,0,Yes,115,67650
T1005873,141,S1,L1,R2,0,Yes,72,52179
T1005874,80,S1,L1,R1,0,Yes,75,51978
T1005875,18,S4,L1,R1,0,Yes,111,64044
T1005876,363,S1,L1,R2,0,Yes,88,55242
T1005877,221,S1,L1,R2,0,Yes,76,50298
T1005878,63,S1,L1,R2,0,Yes,81,55941
T1005879,180,S1,L3,R2,0,Yes,57,37620
T1005880,156,S1,L1,R3,0,Yes,92,64467
T1005881,246,S3,L1,R3,0,Yes,99,68832
T1005882,92,S1,L4,R2,0,Yes,58,32652
T1005883,140,S4,L1,R1,0,Yes,86,52893
T1005884,328,S1,L3,R1,0,Yes,53,34629
T1005885,108,S1,L1,R4,0,Yes,76,52767
T1005886,179,S1,L1,R2,0,Yes,67,45822
T1005887,109,S1,L1,R1,0,Yes,70,45048
T1005888,107,S1,L3,R3,0,Yes,73,48315
T1005889,157,S4,L2,R1,0,Yes,119,65883
T1005890,365,S2,L1,R2,0,Yes,54,41844
T1005891,204,S4,L1,R3,0,Yes,85,50517
T1005892,144,S1,L3,R3,0,Yes,72,44265
T1005893,98,S2,L5,R2,0,Yes,35,26100
T1005894,301,S1,L3,R2,0,Yes,70,43146
T1005895,217,S4,L1,R1,0,Yes,82,46197
T1005896,65,S1,L2,R2,0,Yes,101,78348
T1005897,255,S3,L2,R4,0,Yes,92,65010
T1005898,324,S1,L2,R3,0,Yes,94,75480
T1005899,72,S1,L2,R3,0,Yes,74,56229
T1005900,152,S2,L1,R1,0,Yes,62,47757
T1005901,258,S2,L4,R4,0,Yes,43,30216
T1005902,214,S1,L1,R4,0,Yes,55,39627
T1005903,25,S1,L3,R1,0,Yes,73,50577
T1005904,148,S1,L1,R2,0,Yes,54,39225
T1005905,149,S2,L3,R2,0,Yes,60,40269
T1005906,95,S3,L1,R1,0,Yes,96,55629
T1005907,355,S2,L4,R2,0,Yes,44,31365
T1005908,153,S4,L2,R1,0,Yes,160,95145
T1005909,281,S1,L4,R1,0,Yes,71,40800
T1005910,99,S1,L1,R3,0,Yes,71,45285
T1005911,254,S4,L1,R1,0,Yes,87,54666
T1005912,190,S3,L3,R1,0,Yes,88,45705
T1005913,218,S1,L3,R2,0,Yes,77,50001
T1005914,81,S3,L2,R1,0,Yes,82,61032
T1005915,185,S1,L1,R3,0,Yes,63,47340
T1005916,147,S4,L2,R4,0,Yes,111,67779
T1005917,55,S1,L1,R2,0,Yes,82,51147
T1005918,325,S3,L1,R2,0,Yes,71,47082
T1005919,298,S4,L1,R1,0,Yes,120,60096
T1005920,321,S3,L1,R2,0,Yes,96,62598
T1005921,189,S2,L3,R3,0,Yes,44,34296
T1005922,29,S1,L4,R2,0,Yes,64,42132
T1005923,151,S1,L3,R2,0,Yes,58,35199
T1005924,322,S2,L3,R4,0,Yes,51,37074
T1005925,37,S1,L3,R3,0,Yes,56,40737
T1005926,1,S1,L3,R1,0,Yes,68,41232
T1005927,23,S1,L1,R4,0,Yes,67,48492
T1005928,300,S2,L5,R2,0,Yes,60,32628
T1005929,282,S1,L2,R2,0,Yes,83,65781
T1005930,256,S1,L2,R4,0,Yes,74,55629
T1005931,188,S3,L2,R1,0,Yes,97,75582
T1005932,357,S4,L1,R1,0,Yes,107,56202
T1005933,216,S2,L5,R1,0,Yes,47,28740
T1005934,215,S3,L2,R1,0,Yes,96,71067
T1005935,283,S4,L1,R1,0,Yes,112,62886
T1005936,187,S1,L1,R1,0,Yes,69,47196
T1005937,96,S3,L1,R3,0,Yes,92,57969
T1005938,323,S1,L4,R1,0,Yes,63,37173
T1005939,186,S2,L5,R2,0,Yes,42,30045
T1005940,47,S4,L2,R2,0,Yes,116,65766
T1005941,257,S1,L3,R1,0,Yes,70,45921
T1005942,150,S4,L2,R1,0,Yes,148,87729
T1005943,299,S1,L1,R3,0,Yes,58,44331
T1005944,356,S3,L3,R1,0,Yes,75,42702
T1005945,10,S4,L2,R3,0,Yes,96,69945
T1005946,97,S4,L1,R1,0,Yes,103,59832
T1005947,82,S4,L2,R1,0,Yes,121,66318
T1005948,359,S2,L3,R2,0,Yes,52,39720
T1005949,54,S1,L2,R3,0,Yes,74,57978
T1005950,73,S3,L2,R4,0,Yes,75,58872
T1005951,100,S1,L1,R2,0,Yes,78,52863
T1005952,64,S3,L1,R2,0,Yes,83,50022
T1005953,251,S2,L3,R1,0,Yes,59,43731
T1005954,145,S1,L3,R1,0,Yes,67,38808
T1005955,30,S1,L2,R2,0,Yes,85,61320
T1005956,192,S1,L1,R3,0,Yes,78,54519
T1005957,104,S1,L1,R2,0,Yes,66,41559
T1005958,19,S1,L1,R3,0,Yes,62,47553
T1005959,212,S4,L2,R3,0,Yes,111,67422
T1005960,182,S3,L1,R1,0,Yes,55,31053
T1005961,352,S4,L1,R1,0,Yes,97,61248
T1005962,36,S1,L3,R4,0,Yes,69,44139
T1005963,105,S4,L2,R1,0,Yes,87,54258
T1005964,304,S1,L1,R4,0,Yes,72,46188
T1005965,219,S4,L2,R1,0,Yes,140,74568
T1005966,250,S2,L3,R4,0,Yes,43,30027
T1005967,48,S1,L1,R2,0,Yes,63,47016
T1005968,362,S1,L3,R3,0,Yes,70,44412
T1005969,38,S1,L3,R2,0,Yes,58,40257
T1005970,261,S4,L2,R1,0,Yes,79,50655
T1005971,56,S2,L5,R3,0,Yes,46,28260
T1005972,220,S2,L4,R3,0,Yes,48,32004
T1005973,16,S1,L3,R1,0,Yes,75,42819
T1005974,193,S2,L3,R4,0,Yes,43,32550
T1005975,327,S4,L1,R3,0,Yes,117,64362
T1005976,93,S1,L1,R4,0,Yes,60,42663
T1005977,106,S1,L1,R4,0,Yes,73,47874
T1005978,285,S1,L3,R3,0,Yes,57,39519
T1005979,53,S3,L1,R2,0,Yes,89,59094
T1005980,43,S1,L1,R2,0,Yes,61,42012
T1005981,297,S2,L3,R4,0,Yes,43,29844
T1005982,353,S1,L3,R3,0,Yes,47,30480
T1005983,184,S1,L2,R2,0,Yes,71,54315
T1005984,154,S1,L3,R2,0,Yes,81,45846
T1005985,354,S4,L2,R1,0,Yes,134,83640
T1005986,213,S1,L1,R2,0,Yes,70,43950
T1005987,146,S4,L2,R1,0,Yes,174,96969
T1005988,253,S4,L2,R1,0,Yes,113,68055
T1005989,259,S4,L1,R1,0,Yes,90,48879
T1005990,101,S1,L4,R3,0,Yes,61,37746
T1005991,44,S1,L3,R2,0,Yes,79,43617
T1005992,326,S3,L1,R1,0,Yes,70,45660
T1005993,2,S3,L1,R3,0,Yes,81,52746
T1005994,13,S3,L3,R1,0,Yes,72,37626
T1005995,155,S3,L1,R2,0,Yes,72,47919
T1005996,191,S3,L1,R1,0,Yes,84,46653
T1005997,302,S1,L4,R2,0,Yes,68,39468
T1005998,252,S3,L2,R1,0,Yes,97,67401
T1005999,83,S2,L5,R1,0,Yes,32,23844
T1006000,183,S1,L3,R1,0,Yes,75,42867
T1006001,280,S4,L2,R2,0,Yes,138,76650
T1006002,94,S4,L2,R2,0,Yes,96,60168
T1006003,103,S1,L3,R3,0,Yes,64,39675
T1006004,284,S4,L2,R3,0,Yes,76,53544
T1006005,260,S1,L1,R4,0,Yes,64,43605
T1006006,8,S4,L2,R2,0,Yes,104,62160
T1006007,320,S2,L3,R2,0,Yes,62,43611
T1006008,348,S3,L1,R1,0,Yes,88,51993
T1006009,102,S4,L2,R1,0,Yes,103,68964
